Family ID	FRAX08<12>	<33>	FRAX05<50>	FRAX25<26>	<25>	FRAX14<48>	<21>	<27>	<31>	<23>	FRAX15<18>	<35>	<37>	FRAX32<2>	FRAX21<28>	FRAX33<52>	Oeuropea<56>	FRAX26<46>	FRAX16<16>	FRAX03<40>	FRAX07<8>	FRAX23<24>	FRAX31<54>	<11>	<39>	FRAX09<42>	FRAX19<30>	<13>	FRAX12<6>	<49>	<17>	<43>	<15>	<19>	FRAX29<10>	<9>	<47>	FRAX01<14>	FRAX00<20>	FRAX13<44>	FRAX20<32>	<45>	<3>	FRAX30<0>	<53>	FRAX27<36>	<51>	FRAX04<38>	<1>	<7>	FRAX11<34>	<41>	<29>	FRAX28<4>	FRAX06<22>	<5>
20002180	1	2	2	0	2	1	2	2	2	2	1	2	2	2	1	1	1	1	0	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2
20002182	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1
20002183	0	1	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
20002197	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0
20002204	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20002206	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
20002209	2	2	2	2	2	2	2	2	2	2	0	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	3	2
20002232	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
20002238	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	1	0	1	1	0	0	1
20002239	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1
20002249	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1
20002254	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2
20002255	2	1	1	0	1	1	1	1	1	1	1	1	1	4	0	1	1	1	0	1	4	1	1	2	1	1	2	1	3	1	1	1	0	1	0	4	1	0	1	1	1	1	5	5	1	1	1	1	5	4	1	1	1	5	1	4
20002260	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
20002261	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
20002265	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
20002273	1	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	1	2	1	1	2	1	2	2	1	2	1
20002275	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20002278	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2
20002302	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
20002315	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
20002320	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
20002321	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	1	1	0	0	1
20002331	2	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1
20002346	1	2	1	3	2	1	2	2	1	2	1	2	2	1	2	2	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	2	1
20002350	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1	1	0	1	1	1	1	0	1	0
20002354	2	2	2	1	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2
20002356	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2
20002362	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	4	2	2	0	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2
20002377	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
20002393	2	2	1	1	2	1	2	2	2	2	1	2	2	2	1	2	1	1	1	1	2	2	2	2	2	1	2	2	2	1	2	1	2	2	3	2	1	2	2	1	2	1	2	1	2	3	2	2	2	2	2	1	2	1	2	2
20002395	1	2	2	1	2	2	2	2	2	2	0	2	2	2	1	2	4	2	0	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	1	2	2
20002400	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1
20002409	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20002423	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	2	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1
20002428	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	0	0	1
20002432	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
20002435	1	1	2	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1
20002437	0	1	1	1	1	1	1	1	1	1	0	1	1	0	2	0	1	1	0	1	1	2	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	2	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	0
20002445	1	3	1	3	3	2	2	3	3	2	1	3	3	3	3	2	1	2	1	2	3	1	2	3	3	3	3	3	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	0	3	3	2	3	2	3	2	2	3	2	2	2
20002458	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	2	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	2	1	1	1	0	0	1	1	1	0	0	0
20002459	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1
20002465	2	2	2	1	2	1	2	2	2	2	1	2	2	1	2	2	1	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2
20002467	2	2	1	1	2	2	2	2	2	2	0	2	2	2	2	2	1	2	1	2	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2
20002484	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0
20002488	0	0	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1
20002492	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20002496	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	3	2	2	1	2	2	2	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
20002500	1	2	1	2	2	1	2	2	1	2	1	2	2	1	1	5	1	1	1	7	2	1	2	2	2	2	1	2	1	2	1	4	1	1	3	2	1	1	1	4	1	2	2	0	2	1	2	1	1	2	2	4	2	2	2	2
20002517	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
20002522	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20002552	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
20002557	1	1	0	2	1	1	1	1	0	1	1	1	1	2	1	1	1	0	0	0	1	1	1	1	1	0	0	1	2	1	1	0	0	1	1	1	1	0	0	0	0	1	2	2	1	1	1	0	2	1	0	0	1	2	0	2
20002573	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20002576	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	1	1	2	2	1	2	2	2	2	2	1	2	2	1	2	1	2	1	1	0	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2
20002580	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	2	3	3	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	3	1	2
20002590	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	2	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1
20002592	0	0	0	0	1	0	1	1	0	1	2	0	0	0	2	0	0	0	2	0	0	2	0	1	0	0	0	1	0	0	2	0	2	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
20002599	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20002606	2	2	1	2	2	1	2	2	1	2	3	2	2	1	2	1	1	2	2	1	2	2	2	2	2	1	1	2	2	1	2	1	2	2	2	2	1	2	1	1	1	1	2	2	2	2	1	2	2	2	3	1	2	2	2	2
20002607	2	1	1	1	2	1	2	2	1	3	2	1	1	1	1	1	1	1	3	1	2	4	1	2	1	1	1	2	1	1	2	1	2	2	2	2	1	2	1	1	1	1	2	3	2	1	1	1	2	2	2	1	2	2	3	2
20002610	1	2	3	2	2	1	2	2	2	2	4	2	2	1	2	2	1	2	1	1	1	2	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	1	2	1	1	2	3	1	2	2	2	2
20002639	1	1	2	2	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	3	1	2	1	2	2	2	2	1	2	2	1	1	1	3	1	2	1	1	1	1	2	1	1	2	3	2	3
20002640	2	2	1	2	2	2	2	2	1	2	0	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2
20002641	2	2	1	1	2	1	2	2	2	2	2	2	2	2	1	1	1	1	2	1	2	1	2	2	2	1	2	2	2	1	2	1	2	2	2	2	1	2	1	1	2	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2
20002660	1	2	2	2	2	2	2	2	2	2	3	2	2	2	1	3	1	1	2	1	2	1	2	2	2	2	2	2	1	2	3	2	2	3	1	2	2	2	3	1	1	2	3	3	2	2	2	2	3	2	2	2	2	4	2	2
20002665	3	1	1	2	2	1	2	2	1	2	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	2	1	2	2	1	2	1	2	1	1	1	1	2	2	2	1	1	1	2	2	1	1	2	3	2	2
20002667	0	2	2	0	1	1	1	2	2	1	0	2	2	0	2	1	1	1	1	2	2	1	2	1	2	2	2	1	0	2	1	2	1	1	0	1	1	2	1	2	1	2	0	0	2	1	2	1	0	1	2	2	2	0	1	0
20002673	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
20002674	0	1	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	1
20002687	2	1	2	1	1	3	1	2	1	1	1	1	1	2	1	2	2	4	1	4	2	1	1	2	2	4	1	2	4	2	1	4	1	1	5	3	4	2	1	4	1	4	2	2	2	1	2	1	2	3	1	4	2	1	1	3
20002697	1	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	1	1	0	1	2	1	2	2	2	2	2	2	2	2	1	2	0	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
20002700	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1
20002711	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20002714	2	1	0	1	2	0	2	2	1	2	2	1	1	1	2	1	1	1	2	2	1	1	2	2	1	1	1	2	1	1	2	1	2	2	0	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1
20002723	2	4	5	2	3	1	2	3	4	2	2	4	4	2	2	2	1	2	2	2	3	2	2	3	4	2	4	3	2	4	2	2	2	2	3	3	2	2	2	2	4	2	3	2	3	4	4	3	2	3	3	2	3	3	2	3
20002729	1	2	2	1	2	2	2	2	2	2	1	2	2	2	1	2	1	1	2	1	1	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2
20002737	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1
20002744	2	2	1	2	2	1	2	2	2	2	1	2	2	1	2	0	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
20002746	0	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
20002749	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1
20002751	0	1	0	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
20002758	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
20002761	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20002769	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	0	2	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1
20002773	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20002774	1	2	0	1	2	0	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	1	2	2	0	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2
20002783	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	2	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1
20002785	1	2	1	1	2	1	2	2	2	1	2	2	2	2	1	1	2	1	2	1	2	0	1	2	2	1	2	2	2	1	2	1	2	2	3	2	1	1	2	1	2	1	2	2	2	1	1	1	2	2	2	1	2	2	1	2
