	Expansions	Genes	Gained	Equal	Contractions	Genes	Lost	Families	Lost	Average	Expansion	Sig	Expansions	Sig	Contractions	Total	Sig	Changes
FRAX08<12>	135	148	6131	1886	1915	1746	-0.216757	77	21	98
<33>	8	8	7825	319	319	299	-0.0381501	5	231	236
FRAX25<26>	106	116	5990	2056	2089	1894	-0.242026	63	22	85
<25>	10	10	7835	307	307	275	-0.0364328	9	175	184
<19>	18	18	7975	159	159	133	-0.0172964	16	0	16
<21>	32	33	7962	158	160	138	-0.015579	26	2	28
<27>	14	14	7863	275	275	272	-0.0320167	14	0	14
<31>	31	35	7484	637	641	569	-0.0743376	24	4	28
<23>	14	15	7648	490	490	481	-0.0582679	12	380	392
FRAX15<18>	87	91	6772	1293	1312	1195	-0.149779	52	19	71
<35>	26	26	7975	151	153	125	-0.015579	21	2	23
<37>	20	20	7811	321	325	284	-0.0374141	15	195	210
empty<58>	0	0	8152	0	0	0	0	0	0	0
FRAX32<2>	97	102	7429	626	634	549	-0.0652601	76	7	83
FRAX21<28>	112	121	5770	2270	2301	2100	-0.267419	67	27	94
FRAX33<52>	109	120	6682	1361	1380	1260	-0.154563	65	14	79
Oeuropea<56>	1169	1351	6122	861	885	670	0.0571639	71	1	72
FRAX26<46>	105	112	7581	466	474	413	-0.0444063	73	7	80
<5>	28	28	7781	343	343	296	-0.0386408	23	0	23
FRAX16<16>	71	77	6873	1208	1227	1100	-0.14107	60	19	79
<3>	37	39	7932	183	183	148	-0.0176644	31	0	31
<47>	18	18	7431	703	706	652	-0.0843965	14	3	17
FRAX23<24>	56	59	6809	1287	1302	1151	-0.152478	39	11	50
FRAX31<54>	109	118	6112	1931	1942	1887	-0.223749	9	0	9
<11>	31	32	7717	404	404	385	-0.045633	28	223	251
FRAX01<14>	95	98	7457	600	608	539	-0.0625613	78	7	85
FRAX09<42>	158	161	7594	400	416	331	-0.0312807	122	236	358
FRAX19<30>	193	214	7485	474	478	424	-0.0323847	90	3	93
<13>	28	29	8045	79	79	61	-0.00613346	27	0	27
FRAX12<6>	115	127	6548	1489	1511	1371	-0.169774	78	17	95
<49>	50	57	7952	150	150	125	-0.0114082	45	0	45
<17>	34	36	7621	497	498	455	-0.0566732	33	0	33
<43>	22	23	7984	146	146	129	-0.0150883	20	0	20
<15>	11	13	7856	285	286	245	-0.0334887	8	1	9
<41>	17	18	7952	183	184	152	-0.0203631	13	132	145
FRAX14<48>	59	62	7095	998	1018	893	-0.117272	51	18	69
FRAX29<10>	212	230	6665	1275	1290	1180	-0.130029	101	13	114
<9>	26	27	7733	393	393	369	-0.044897	21	299	320
FRAX07<8>	143	148	7450	559	569	455	-0.0516438	81	8	89
FRAX00<20>	262	284	7170	720	748	598	-0.0569185	140	13	153
FRAX05<50>	189	199	6478	1485	1496	1390	-0.159102	90	11	101
FRAX20<32>	108	110	6591	1453	1482	1335	-0.168302	68	26	94
<45>	24	25	8049	79	80	51	-0.00674681	23	1	24
<55>	328	349	7806	18	18	18	0.0406035	12	0	12
FRAX30<0>	106	115	7335	711	724	628	-0.0747056	80	13	93
<53>	1	1	8151	0	0	0	0.000122669	0	0	0
FRAX27<36>	81	88	7243	828	835	745	-0.091634	53	7	60
<51>	25	26	7826	301	302	271	-0.0338567	17	1	18
FRAX04<38>	65	67	6854	1233	1249	1128	-0.144995	39	13	52
FRAX13<44>	103	111	6681	1368	1381	1263	-0.15579	80	11	91
<1>	28	30	7767	357	364	312	-0.0409715	22	240	262
FRAX03<40>	99	109	6762	1291	1319	1201	-0.14843	76	825	901
FRAX11<34>	113	115	7666	373	382	312	-0.0327527	77	8	85
<7>	44	45	8047	61	61	57	-0.00196271	37	0	37
<29>	122	137	7802	228	228	214	-0.0111629	101	0	101
FRAX28<4>	108	112	7068	976	985	880	-0.10709	74	9	83
FRAX06<22>	107	119	7517	528	547	440	-0.0525025	70	12	82
<39>	42	44	7737	373	373	344	-0.0403582	31	0	31

CAFE labeled tree: (((((((((((FRAX30<0>,FRAX32<2>)<1>,FRAX28<4>)<3>,FRAX12<6>)<5>,(FRAX07<8>,FRAX29<10>)<9>)<7>,FRAX08<12>)<11>,(((((FRAX01<14>,FRAX16<16>)<15>,FRAX15<18>)<17>,FRAX00<20>)<19>,(FRAX06<22>,FRAX23<24>)<23>)<21>,FRAX25<26>)<25>)<13>,FRAX21<28>)<27>,(((FRAX19<30>,FRAX20<32>)<31>,((FRAX11<34>,FRAX27<36>)<35>,FRAX04<38>)<37>)<33>,(((((FRAX03<40>,FRAX09<42>)<41>,FRAX13<44>)<43>,(FRAX26<46>,FRAX14<48>)<47>)<45>,FRAX05<50>)<49>,FRAX33<52>)<51>)<39>)<29>,FRAX31<54>)<53>,Oeuropea<56>)<55>,empty<58>)<57>
